,category,id,question,type,flat list,test
7835,resource,dbpedia_21605,Where is Lao Plaza Hotel located?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7837,resource,dbpedia_21631,To which country do gabriel paris gordillo and gustavo rojas pinilla owe their allegiance?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7846,resource,dbpedia_507,What parent body constellation is Messier a part of?,"['dbo:Constellation', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Constellation' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
7860,resource,dbpedia_5951,"What kingdom starts with the letter ""z""?","['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7863,resource,dbpedia_20155,Rashid Behbudov State Song Theatre and Baku Puppet Theatre can be found in which country?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7872,resource,dbpedia_16970,Which city contains the administrative territorial entity of Guangdong?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7895,resource,dbpedia_299,"Shen Bao has a partner city of Rotterdam, what is the main location of the publication?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7905,resource,dbpedia_8889,What town of Guernica has the partner city New York City?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7910,resource,dbpedia_2675,Which is the dwarf elliptical galaxy for the child astronomical body of the Andromeda Galaxy?,"['dbo:Galaxy', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Galaxy' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
7913,resource,dbpedia_20059,Which operator of ganz UV is also the nationality of the Gza Horvth ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7920,resource,dbpedia_17192,"""Who is {born at} of {Leopold I, Holy Roman Emperor}, where {county seat for} is {Austria-Hungary} ?""","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7921,resource,dbpedia_21222,Where were Justina Machado and John Englehard born?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7935,resource,dbpedia_21697,Where was Thomy Bourdelle born?,"['dbo:Country', 'dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7944,resource,dbpedia_983,Which ensemble of buildings has the smallest intensity of luminosity?,"['dbo:Lighthouse', 'dbo:Tower', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Lighthouse' 'dbo:Tower' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
7953,resource,dbpedia_22946,Where can one find some quick bread in the world?,"['dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7963,resource,dbpedia_8971,What Indian reservation region of Japan has diplomatic relations with Brazil?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7969,resource,dbpedia_22887,Which allegiance of the John Kotelawala is also the  sovereign state of the Sanath Weerakoon ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7976,resource,dbpedia_21471,What is the national origin of Dornier Aerodyne and Hirth Acrostar ?;,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7981,resource,dbpedia_4604,To which sovereign state and diplomatic relation does the Arab League belong?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
7982,resource,dbpedia_8573,What is MythBusters' location narrative and outcome in the 1906 San Francisco earthquake?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7984,resource,dbpedia_21249,City of Miami Cemetery is the governing body of which city?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
7987,resource,dbpedia_18027,What is the river whose mouth is in deadsea?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
8000,resource,dbpedia_14224,What is the city in Ukraine hat has replaced Khadjibey and that starts with letter O ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8008,resource,dbpedia_18434,Where were Micheal Santos and Wendy Jaquet born?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8019,resource,dbpedia_404,"Where was the plot of North by Northwest, filmed in California, set?","['dbo:Island', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Island' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8026,resource,dbpedia_21425,Which river's source mountain is Baikal Mountains and is located in Laptev Sea ?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
8032,resource,dbpedia_16749,Name the postmodern skyscraper with the most floors below ground ?,"['dbo:Skyscraper', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Skyscraper' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
8052,resource,dbpedia_16827,In what town is the work location of Franz Wiedemann?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8090,resource,dbpedia_15414,What is United States headquarters location for Kroger?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8102,resource,dbpedia_11972,What is the flag for the Flag of China?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8106,resource,dbpedia_9837,which is diplomatic relation of east timor that is statement is subject of east timor-indonesia relations?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8110,resource,dbpedia_19743,Where is  Dofinivka Estuary  located ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8111,resource,dbpedia_16432,Which Catholic church is Ignatius of Loyola patron saint of?,"['dbo:Church', 'dbo:ReligiousBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Church' 'dbo:ReligiousBuilding' 'dbo:Building'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
8112,resource,dbpedia_6005,Which is the place of work of August Sander that has executive power headed by Ernst Schwering?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8123,resource,dbpedia_16782,What is the watercourse with the highest length whose country is Lithuania ?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
8127,resource,dbpedia_16617,Tell me the bell tower that starts with the letter t,"['dbo:Tower', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']",['dbo:Tower' 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location'],True
8131,resource,dbpedia_10359,Which is place served by transport hub of Beijing Capital International Airport ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8136,resource,dbpedia_16561,Which is {sequel of} {topic of} of {history of Baghdad} ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8154,resource,dbpedia_19853,In which country is there a dam on the Awash river?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8156,resource,dbpedia_20656,Which country had the county seats as History of Trier and Mediolanum?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8160,resource,dbpedia_4053,Which is the river that is different from the mass?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
8194,resource,dbpedia_8332,What country of the Russian Empire is the birth place of Feodor Chaliapin?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8204,resource,dbpedia_23299,Show me all English Gothic buildings in Kent.,"['dbo:HistoricBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:HistoricBuilding' 'dbo:Building' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
8215,resource,dbpedia_14119,who democratic republic for anthem of The Star-Spangled banner?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8224,resource,dbpedia_21296,Where is the stadium of west Papus football team ?,"['dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8225,resource,dbpedia_13278,What is the church for St. Ignatius of Loyola?,"['dbo:Church', 'dbo:ReligiousBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Church' 'dbo:ReligiousBuilding' 'dbo:Building'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
8227,resource,dbpedia_3579,What county seat does Josef Neumayer hold in the Austrian national government,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8228,resource,dbpedia_8822,Which is located in present-day administrative territorial entity for Friuli-Venezia Giulia?,"['dbo:HistoricalRegion', 'dbo:Region', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:HistoricalRegion' 'dbo:Region' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8241,resource,dbpedia_11523,What death place of Sigismund III Vasa is associated with people from Warsaw.,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8250,resource,dbpedia_9905,Where is the work location of Harthacanute which belongs to Asian Development Bank,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8258,resource,dbpedia_20704,"In which city was the company founded , which owns Grasim Bhiwani Textiles?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8310,resource,dbpedia_1704,"Is Adam Mickiewicz a resident in the area that divides into Vyborgsky District, Saint Petersburg","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8319,resource,dbpedia_13257,What castle is located in Odessa?,"['dbo:Castle', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Castle' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
8320,resource,dbpedia_20837,What was founded by Congress of Industrial Organizations ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8324,resource,dbpedia_4183,What is the great power with maximum exports?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8336,resource,dbpedia_1470,Tell me theme park whose name has the word  woman  in it.,"['dbo:Zoo', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']",['dbo:Zoo' 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location'],True
8339,resource,dbpedia_8440,Which highly urbanized city has the highest mains voltage?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8367,resource,dbpedia_5535,"What arrondissement is the Waikato Region, the highest judicial authority in the Supreme Court of New Zealand?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8372,resource,dbpedia_18909,What is the largest city of the country where P. Sathyanarayanan was born?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8380,resource,dbpedia_10555,What is the cheapest office building in the United States ?,"['dbo:Skyscraper', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Skyscraper' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
8400,resource,dbpedia_18925,Whcih land of Citi Trends is also the constituency of Malik Al-Hassan Yakubu ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8407,resource,dbpedia_11492,In what former Soviet country was Ramzan Kadyrov Ebonat born?,"['dbo:Village', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Village' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8409,resource,dbpedia_14887,What is the village with the highest number of households whose country is India?,"['dbo:Village', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Village' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8423,resource,dbpedia_19860,Where was Liliya Lobanova born?,"['dbo:Country', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8424,resource,dbpedia_2150,What diplomatic relation to Canada is in the administrative unit of Victoria?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8434,resource,dbpedia_10827,What is the country whose leader is Donald Trump ?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8445,resource,dbpedia_5971,"Where can beryllium be found, that has diplomatic relation in Romania?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8449,resource,dbpedia_7919,What lake on the Baja California Peninsula has the Tenmile Creek tributary?,"['dbo:Ocean', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:Ocean' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
8488,resource,dbpedia_23339,What is the largest country in the world?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8493,resource,dbpedia_12475,Which country has the currency Japanese yen?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8498,resource,dbpedia_14271,Name the country with the lowest age of majority in the country.,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8505,resource,dbpedia_6951,"What is the {capital} of {Kangwon Province}, which is a {member of} the {International Federation of Red Cross and Red Crescent Societies}?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
8525,resource,dbpedia_2052,"What sub-province-level division starts with the letter ""x""?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8526,resource,dbpedia_3288,"Who is born at Tilda Swinton, which has a partner town of Baku?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8529,resource,dbpedia_11765,What what is city-state highest judical authority by HCC and also which starts with letter h,"['dbo:City', 'dbo:State', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:State' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8534,resource,dbpedia_10327,Which volcano has the most topographic isolation?,"['dbo:Volcano', 'dbo:Mountain', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Volcano' 'dbo:Mountain' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
8537,resource,dbpedia_12946,What ecozone does Melanesia belong to,"['dbo:NaturalRegion', 'dbo:Region', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:NaturalRegion' 'dbo:Region' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
8548,resource,dbpedia_4915,Where are the headquarters of World Trade Organization located?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
